x,y,label
33,21,2
33,22,3
33,23,2
33,24,2
33,25,2
33,26,1
33,27,2
33,28,3
33,29,2
33,30,3
33,31,2
33,32,3
33,33,3
33,34,2
33,35,3
33,36,2
33,37,3
33,38,2
33,39,2
33,40,2
33,41,3
33,42,2
33,43,3
33,44,2
33,45,3
33,46,1
33,47,3
33,48,3
33,49,3
33,50,2
33,51,3
33,52,2
33,53,3
33,54,2
33,55,3
33,56,2
33,57,3
33,58,2
33,59,2
33,60,2
33,61,2
33,62,3
33,63,2
33,64,2
33,65,2
33,66,1
33,67,2
33,68,2
33,69,2
34,0,2
34,1,2
34,2,2
34,3,2
34,4,1
34,5,2
34,6,2
34,7,2
34,8,3
34,9,3
34,10,2
34,11,2
34,12,3
34,13,2
34,14,3
34,15,2
34,16,2
34,17,3
34,18,2
34,19,2
34,20,3
34,21,2
34,22,2
34,23,3
34,24,2
34,25,1
34,26,2
34,27,2
34,28,2
34,29,2
34,30,2
34,31,3
34,32,3
34,33,3
34,34,3
34,35,3
34,36,2
34,37,2
34,38,3
34,39,2
34,40,3
34,41,2
34,42,3
34,43,2
34,44,3
34,45,3
34,46,3
34,47,3
34,48,1
34,49,3
34,50,2
34,51,3
34,52,2
34,53,3
34,54,2
34,55,3
34,56,2
34,57,3
34,58,2
34,59,3
34,60,3
34,61,2
34,62,3
34,63,2
34,64,1
34,65,2
34,66,2
34,67,1
34,68,2
34,69,2
35,0,2
35,1,2
35,2,2
35,3,1
35,4,2
35,5,2
35,6,3
35,7,2
35,8,3
35,9,3
35,10,2
35,11,3
35,12,2
35,13,2
35,14,2
35,15,3
35,16,2
35,17,2
35,18,3
35,19,3
35,20,2
35,21,3
35,22,2
35,23,1
35,24,2
35,25,2
35,26,1
35,27,2
35,28,3
35,29,2
35,30,3
35,31,3
35,32,3
35,33,2
35,34,3
35,35,3
35,36,3
35,37,2
35,38,2
35,39,2
35,40,2
35,41,3
35,42,2
35,43,3
35,44,2
35,45,3
35,46,1
35,47,3
35,48,3
35,49,3
35,50,3
35,51,2
35,52,3
35,53,2
35,54,3
35,55,2
35,56,3
35,57,2
35,58,3
35,59,2
35,60,2
35,61,3
35,62,2
35,63,2
35,64,2
35,65,2
35,66,2
35,67,1
35,68,2
35,69,2
36,0,2
36,1,2
36,2,2
36,3,2
36,4,1
36,5,2
36,6,2
36,7,2
36,8,3
36,9,3
36,10,2
36,11,3
36,12,2
36,13,3
36,14,2
36,15,2
36,16,3
36,17,2
36,18,3
36,19,2
36,20,3
36,21,2
36,22,3
36,23,2
36,24,1
36,25,2
36,26,2
36,27,1
36,28,2
36,29,2
36,30,2
36,31,3
36,32,3
36,33,2
36,34,2
36,35,3
36,36,2
36,37,2
36,38,3
36,39,2
36,40,2
36,41,2
36,42,3
36,43,3
36,44,3
36,45,2
36,46,3
36,47,3
36,48,3
36,49,1
36,50,3
36,51,3
36,52,2
36,53,3
36,54,2
36,55,3
36,56,2
36,57,3
36,58,2
36,59,3
36,60,2
36,61,3
36,62,2
36,63,3
36,64,2
36,65,1
36,66,2
36,67,1
36,68,2
36,69,2
37,0,2
37,1,2
37,2,2
37,3,1
37,4,2
37,5,2
37,6,3
37,7,2
37,8,3
37,9,2
37,10,3
37,11,3
37,12,2
37,13,3
37,14,2
37,15,3
37,16,2
37,17,2
37,18,3
37,19,2
37,20,3
37,21,2
37,22,2
37,23,2
37,24,2
37,25,1
37,26,2
37,27,2
37,28,3
37,29,2
37,30,2
37,31,2
37,32,3
37,33,2
37,34,3
37,35,2
37,36,2
37,37,2
37,38,2
37,39,1
37,40,2
37,41,3
37,42,2
37,43,2
37,44,3
37,45,3
37,46,3
37,47,2
37,48,3
37,49,3
37,50,3
37,51,2
37,52,3
37,53,3
37,54,2
37,55,3
37,56,3
37,57,2
37,58,3
37,59,2
37,60,3
37,61,2
37,62,3
37,63,2
37,64,2
37,65,2
37,66,2
37,67,1
37,68,2
37,69,2
38,0,2
38,1,2
38,2,2
38,3,1
38,4,2
38,5,2
38,6,2
38,7,3
38,8,2
38,9,3
38,10,2
38,11,3
38,12,2
38,13,3
38,14,2
38,15,3
38,16,2
38,17,3
38,18,2
38,19,3
38,20,2
38,21,3
38,22,2
38,23,1
38,24,2
38,25,1
38,26,2
38,27,2
38,28,2
38,29,3
38,30,2
38,31,3
38,32,2
38,33,2
38,34,2
38,35,1
38,36,2
38,37,1
38,38,2
38,39,2
38,40,2
38,41,2
38,42,3
38,43,3
38,44,2
38,45,3
38,46,3
38,47,3
38,48,3
38,49,1
38,50,3
38,51,3
38,52,2
38,53,3
38,54,2
38,55,3
38,56,2
38,57,3
38,58,2
38,59,3
38,60,2
38,61,3
38,62,2
38,63,3
38,64,2
38,65,1
38,66,2
38,67,2
38,68,2
38,69,2
39,0,2
39,1,2
39,2,2
39,3,2
39,4,2
39,5,3
39,6,2
39,7,3
39,8,2
39,9,3
39,10,2
39,11,3
39,12,2
39,13,3
39,14,2
39,15,2
39,16,3
39,17,2
39,18,2
39,19,3
39,20,2
39,21,2
39,22,3
39,23,2
39,24,2
39,25,1
39,26,2
39,27,1
39,28,2
39,29,2
39,30,3
39,31,2
39,32,2
39,33,3
39,34,2
39,35,2
39,36,2
39,37,2
39,38,2
39,39,1
39,40,2
39,41,3
39,42,2
39,43,2
39,44,3
39,45,2
39,46,2
39,47,3
39,48,3
39,49,3
39,50,3
39,51,3
39,52,2
39,53,3
39,54,2
39,55,3
39,56,2
39,57,3
39,58,2
39,59,2
39,60,3
39,61,2
39,62,3
39,63,2
39,64,2
39,65,2
39,66,2
39,67,1
39,68,2
39,69,2
40,0,2
40,1,2
40,2,2
40,3,3
40,4,2
40,5,2
40,6,2
40,7,3
40,8,2
40,9,3
40,10,2
40,11,3
40,12,2
40,13,2
40,14,3
40,15,2
40,16,3
40,17,2
40,18,3
40,19,2
40,20,3
40,21,2
40,22,2
40,23,1
40,24,2
40,25,2
40,26,2
40,27,2
40,28,1
40,29,2
40,30,2
40,31,1
40,32,2
40,33,1
40,34,2
40,35,1
40,36,2
40,37,1
40,38,2
40,39,2
40,40,2
40,41,2
40,42,3
40,43,2
40,44,3
40,45,2
40,46,3
40,47,2
40,48,3
40,49,2
40,50,3
40,51,2
40,52,3
40,53,2
40,54,3
40,55,2
40,56,2
40,57,3
40,58,2
40,59,3
40,60,2
40,61,2
40,62,3
40,63,2
40,64,3
40,65,2
40,66,2
40,67,1
40,68,2
40,69,2
41,0,2
41,1,2
41,2,2
41,3,3
41,4,2
41,5,3
41,6,2
41,7,2
41,8,3
41,9,2
41,10,3
41,11,2
41,12,3
41,13,3
41,14,2
41,15,3
41,16,2
41,17,3
41,18,2
41,19,3
41,20,2
41,21,3
41,22,2
41,23,2
41,24,1
41,25,2
41,26,1
41,27,2
41,28,2
41,29,1
41,30,2
41,31,2
41,32,2
41,33,1
41,34,2
41,35,2
41,36,1
41,37,2
41,38,2
41,39,1
41,40,2
41,41,1
41,42,2
41,43,2
41,44,3
41,45,2
41,46,3
41,47,2
41,48,3
41,49,3
41,50,3
41,51,3
41,52,2
41,53,3
41,54,2
41,55,3
41,56,2
41,57,3
41,58,2
41,59,2
41,60,3
41,61,2
41,62,3
41,63,2
41,64,2
41,65,1
41,66,2
41,67,1
41,68,2
41,69,2
42,0,2
42,1,2
42,2,2
42,3,3
42,4,2
42,5,2
42,6,2
42,7,3
42,8,2
42,9,3
42,10,2
42,11,3
42,12,2
42,13,3
42,14,2
42,15,2
42,16,3
42,17,2
42,18,3
42,19,2
42,20,3
42,21,2
42,22,3
42,23,2
42,24,2
42,25,1
42,26,2
42,27,1
42,28,2
42,29,2
42,30,1
42,31,2
42,32,1
42,33,2
42,34,1
42,35,2
42,36,2
42,37,2
42,38,2
42,39,2
42,40,1
42,41,2
42,42,2
42,43,3
42,44,2
42,45,3
42,46,2
42,47,3
42,48,2
42,49,3
42,50,3
42,51,2
42,52,3
42,53,2
42,54,3
42,55,2
42,56,3
42,57,2
42,58,3
42,59,2
42,60,3
42,61,2
42,62,3
42,63,2
42,64,3
42,65,2
42,66,2
42,67,2
42,68,1
42,69,2
43,0,2
43,1,2
43,2,2
43,3,3
43,4,2
43,5,2
43,6,3
43,7,3
43,8,2
43,9,3
43,10,2
43,11,2
43,12,3
43,13,2
43,14,3
43,15,2
43,16,3
43,17,2
43,18,2
43,19,3
43,20,2
43,21,2
43,22,2
43,23,3
43,24,2
43,25,2
43,26,2
43,27,2
43,28,1
43,29,2
43,30,2
43,31,6
43,32,2
43,33,2
43,34,2
43,35,6
43,36,2
43,37,6
43,38,2
43,39,2
43,40,2
43,41,3
43,42,2
43,43,2
43,44,2
43,45,3
43,46,2
43,47,3
43,48,3
43,49,2
43,50,3
43,51,3
43,52,2
43,53,3
43,54,2
43,55,3
43,56,2
43,57,2
43,58,3
43,59,2
43,60,3
43,61,2
43,62,3
43,63,2
43,64,2
43,65,2
43,66,2
43,67,1
43,68,2
43,69,2
44,0,2
44,1,2
44,2,2
44,3,1
44,4,2
44,5,2
44,6,3
44,7,2
44,8,3
44,9,2
44,10,3
44,11,2
44,12,3
44,13,2
44,14,3
44,15,2
44,16,2
44,17,3
44,18,2
44,19,3
44,20,2
44,21,3
44,22,2
44,23,3
44,24,2
44,25,1
44,26,2
44,27,1
44,28,2
44,29,6
44,30,2
44,31,2
44,32,6
44,33,2
44,34,6
44,35,2
44,36,2
44,37,2
44,38,1
44,39,2
44,40,1
44,41,2
44,42,3
44,43,2
44,44,2
44,45,3
44,46,2
44,47,2
44,48,3
44,49,2
44,50,3
44,51,2
44,52,3
44,53,2
44,54,3
44,55,2
44,56,2
44,57,3
44,58,2
44,59,2
44,60,3
44,61,2
44,62,2
44,63,3
44,64,2
44,65,1
44,66,2
44,67,1
44,68,2
44,69,2
45,0,2
45,1,2
45,2,1
45,3,2
45,4,2
45,5,2
45,6,3
45,7,2
45,8,3
45,9,2
45,10,3
45,11,2
45,12,3
45,13,2
45,14,3
45,15,2
45,16,3
45,17,2
45,18,3
45,19,2
45,20,3
45,21,2
45,22,2
45,23,3
45,24,2
45,25,2
45,26,1
45,27,2
45,28,2
45,29,2
45,30,6
45,31,2
45,32,2
45,33,6
45,34,2
45,35,6
45,36,2
45,37,6
45,38,2
45,39,2
45,40,2
45,41,3
45,42,2
45,43,3
45,44,2
45,45,2
45,46,3
45,47,3
45,48,2
45,49,3
45,50,2
45,51,3
45,52,2
45,53,2
45,54,2
45,55,3
45,56,2
45,57,2
45,58,3
45,59,2
45,60,2
45,61,3
45,62,2
45,63,3
45,64,2
45,65,2
45,66,2
45,67,1
45,68,2
45,69,2
46,0,2
46,1,2
46,2,2
46,3,1
46,4,2
46,5,2
46,6,3
46,7,2
46,8,3
46,9,2
46,10,3
46,11,2
46,12,2
46,13,3
46,14,2
46,15,3
46,16,2
46,17,3
46,18,2
46,19,2
46,20,3
46,21,2
46,22,3
46,23,2
46,24,2
46,25,1
46,26,2
46,27,2
46,28,1
46,29,2
46,30,2
46,31,6
46,32,2
46,33,6
46,34,2
46,35,2
46,36,6
46,37,2
46,38,2
46,39,1
46,40,2
46,41,2
46,42,3
46,43,3
46,44,2
46,45,3
46,46,2
46,47,3
46,48,3
46,49,2
46,50,3
46,51,3
46,52,2
46,53,3
46,54,2
46,55,2
46,56,1
46,57,2
46,58,2
46,59,3
46,60,2
46,61,2
46,62,3
46,63,2
46,64,1
46,65,2
46,66,2
46,67,1
46,68,2
46,69,2
47,0,2
47,1,2
47,2,2
47,3,1
47,4,2
47,5,2
47,6,3
47,7,2
47,8,3
47,9,2
47,10,2
47,11,3
47,12,2
47,13,3
47,14,2
47,15,2
47,16,3
47,17,2
47,18,3
47,19,2
47,20,2
47,21,1
47,22,2
47,23,1
47,24,2
47,25,2
47,26,1
47,27,2
47,28,2
47,29,6
47,30,2
47,31,6
47,32,2
47,33,6
47,34,6
47,35,2
47,36,2
47,37,6
47,38,2
47,39,2
47,40,2
47,41,3
47,42,2
47,43,3
47,44,2
47,45,3
47,46,3
47,47,2
47,48,3
47,49,3
47,50,2
47,51,2
47,52,3
47,53,2
47,54,3
47,55,2
47,56,2
47,57,1
47,58,2
47,59,2
47,60,1
47,61,2
47,62,2
47,63,1
47,64,2
47,65,2
47,66,1
47,67,1
47,68,2
47,69,2
48,0,2
48,1,2
48,2,2
48,3,1
48,4,2
48,5,2
48,6,3
48,7,2
48,8,3
48,9,2
48,10,3
48,11,2
48,12,3
48,13,2
48,14,3
48,15,2
48,16,2
48,17,2
48,18,2
48,19,3
48,20,2
48,21,2
48,22,2
48,23,2
48,24,6
48,25,2
48,26,2
48,27,6
48,28,2
48,29,6
48,30,2
48,31,2
48,32,6
48,33,2
48,34,6
48,35,6
48,36,2
48,37,2
48,38,6
48,39,2
48,40,1
48,41,2
48,42,2
48,43,3
48,44,2
48,45,3
48,46,2
48,47,3
48,48,3
48,49,2
48,50,3
48,51,2
48,52,2
48,53,2
48,54,2
48,55,3
48,56,2
48,57,2
48,58,1
48,59,2
48,60,2
48,61,1
48,62,2
48,63,1
48,64,2
48,65,2
48,66,2
48,67,1
48,68,2
48,69,2
49,0,2
49,1,2
49,2,2
49,3,1
49,4,2
49,5,2
49,6,3
49,7,2
49,8,3
49,9,2
49,10,2
49,11,2
49,12,2
49,13,2
49,14,3
49,15,2
49,16,3
49,17,2
49,18,3
49,19,2
49,20,3
49,21,2
49,22,6
49,23,2
49,24,2
49,25,6
49,26,2
49,27,2
49,28,2
49,29,2
49,30,6
49,31,2
49,32,6
49,33,2
49,34,6
49,35,6
49,36,2
49,37,6
49,38,2
49,39,2
49,40,2
49,41,3
49,42,2
49,43,2
49,44,3
49,45,2
49,46,3
49,47,3
49,48,2
49,49,3
49,50,2
49,51,2
49,52,3
49,53,3
49,54,2
49,55,2
49,56,3
49,57,2
49,58,2
49,59,3
49,60,2
49,61,2
49,62,3
49,63,2
49,64,1
49,65,2
49,66,2
49,67,1
49,68,2
49,69,2
50,0,2
50,1,2
50,2,2
50,3,1
50,4,2
50,5,2
50,6,3
50,7,2
50,8,3
50,9,2
50,10,3
50,11,3
50,12,2
50,13,3
50,14,2
50,15,2
50,16,3
50,17,2
50,18,2
50,19,2
50,20,2
50,21,6
50,22,2
50,23,2
50,24,6
50,25,2
50,26,6
50,27,2
50,28,6
50,29,2
50,30,6
50,31,2
50,32,6
50,33,2
50,34,6
50,35,2
50,36,6
50,37,2
50,38,2
50,39,1
50,40,2
50,41,2
50,42,3
50,43,2
50,44,3
50,45,3
50,46,2
50,47,3
50,48,3
50,49,2
50,50,3
50,51,2
50,52,3
50,53,2
50,54,3
50,55,2
50,56,3
50,57,2
50,58,2
50,59,2
50,60,3
50,61,2
50,62,2
50,63,3
50,64,2
50,65,2
50,66,1
50,67,2
50,68,2
50,69,2
51,0,2
51,1,2
51,2,2
51,3,1
51,4,1
51,5,2
51,6,2
51,7,3
51,8,2
51,9,3
51,10,2
51,11,2
51,12,3
51,13,2
51,14,3
51,15,2
51,16,2
51,17,3
51,18,2
51,19,3
51,20,2
51,21,2
51,22,6
51,23,2
51,24,6
51,25,2
51,26,6
51,27,2
51,28,6
51,29,2
51,30,6
51,31,2
51,32,2
51,33,2
51,34,2
51,35,6
51,36,2
51,37,2
51,38,6
51,39,2
51,40,2
51,41,3
51,42,2
51,43,2
51,44,2
51,45,3
51,46,3
51,47,2
51,48,3
51,49,3
51,50,2
51,51,3
51,52,3
51,53,2
51,54,3
51,55,2
51,56,2
51,57,3
51,58,2
51,59,3
51,60,2
51,61,3
51,62,2
51,63,3
51,64,2
51,65,2
51,66,1
51,67,2
51,68,2
51,69,2
52,0,2
52,1,2
52,2,2
52,3,2
52,4,1
52,5,2
52,6,2
52,7,3
52,8,2
52,9,2
52,10,3
52,11,2
52,12,2
52,13,3
52,14,2
52,15,3
52,16,2
52,17,3
52,18,2
52,19,2
52,20,6
52,21,2
52,22,2
52,23,6
52,24,6
52,25,6
52,26,6
52,27,6
52,28,2
52,29,6
52,30,2
52,31,2
52,32,6
52,33,2
52,34,6
52,35,2
52,36,2
52,37,6
52,38,2
52,39,3
52,40,2
52,41,2
52,42,3
52,43,2
52,44,3
52,45,2
52,46,3
52,47,3
52,48,2
52,49,3
52,50,3
52,51,2
52,52,3
52,53,2
52,54,3
52,55,2
52,56,3
52,57,2
52,58,3
52,59,2
52,60,2
52,61,3
52,62,2
52,63,2
52,64,2
52,65,2
52,66,1
52,67,2
52,68,2
52,69,2
53,0,2
53,1,2
53,2,2
53,3,2
53,4,1
53,5,2
53,6,2
53,7,2
53,8,3
53,9,2
53,10,3
53,11,3
53,12,2
53,13,3
53,14,2
53,15,3
53,16,2
53,17,3
53,18,2
53,19,3
53,20,2
53,21,2
53,22,6
53,23,6
53,24,6
53,25,6
53,26,6
53,27,6
53,28,6
53,29,2
53,30,2
53,31,6
53,32,2
53,33,2
53,34,2
53,35,2
53,36,2
53,37,2
53,38,2
53,39,2
53,40,3
53,41,3
53,42,2
53,43,3
53,44,2
53,45,2
53,46,3
53,47,2
53,48,3
53,49,3
53,50,2
53,51,3
53,52,2
53,53,3
53,54,2
53,55,3
53,56,2
53,57,2
53,58,3
53,59,2
53,60,3
53,61,2
53,62,3
53,63,3
53,64,2
53,65,1
53,66,1
53,67,2
53,68,2
53,69,2
54,0,2
54,1,2
54,2,2
54,3,2
54,4,1
54,5,2
54,6,2
54,7,3
54,8,2
54,9,3
54,10,2
54,11,2
54,12,3
54,13,2
54,14,3
54,15,2
54,16,3
54,17,2
54,18,3
54,19,2
54,20,2
54,21,6
54,22,2
54,23,6
54,24,6
54,25,6
54,26,2
54,27,6
54,28,2
54,29,2
54,30,6
54,31,2
54,32,2
54,33,1
54,34,2
54,35,1
54,36,2
54,37,1
54,38,2
54,39,3
54,40,2
54,41,3
54,42,3
54,43,3
54,44,3
54,45,2
54,46,3
54,47,3
54,48,2
54,49,3
54,50,3
54,51,2
54,52,3
54,53,2
54,54,2
54,55,3
54,56,2
54,57,3
54,58,2
54,59,3
54,60,2
54,61,2
54,62,3
54,63,2
54,64,2
54,65,2
54,66,1
54,67,2
54,68,2
54,69,2
55,0,2
55,1,2
55,2,2
55,3,2
55,4,1
55,5,1
55,6,2
55,7,2
55,8,3
55,9,2
55,10,3
55,11,3
55,12,2
55,13,3
55,14,2
55,15,3
55,16,2
55,17,2
55,18,2
55,19,3
55,20,2
55,21,2
55,22,6
55,23,6
55,24,6
55,25,6
55,26,6
55,27,6
55,28,2
55,29,6
55,30,2
55,31,2
55,32,1
55,33,2
55,34,2
55,35,2
55,36,1
55,37,2
55,38,2
55,39,2
55,40,2
55,41,3
55,42,2
55,43,3
55,44,3
55,45,2
55,46,2
55,47,3
55,48,2
55,49,3
55,50,2
55,51,2
55,52,2
55,53,3
55,54,2
55,55,2
55,56,3
55,57,2
55,58,3
55,59,2
55,60,3
55,61,2
55,62,3
55,63,2
55,64,2
55,65,1
55,66,2
55,67,2
55,68,2
55,69,2
56,0,2
56,1,2
56,2,2
56,3,2
56,4,2
56,5,1
56,6,2
56,7,2
56,8,3
56,9,2
56,10,3
56,11,2
56,12,2
56,13,3
56,14,2
56,15,2
56,16,3
56,17,2
56,18,3
56,19,2
56,20,2
56,21,2
56,22,6
56,23,6
56,24,6
56,25,6
56,26,2
56,27,2
56,28,6
56,29,2
56,30,2
56,31,1
56,32,2
56,33,1
56,34,2
56,35,1
56,36,2
56,37,1
56,38,2
56,39,3
56,40,2
56,41,2
56,42,3
56,43,3
56,44,3
56,45,3
56,46,2
56,47,3
56,48,2
56,49,3
56,50,2
56,51,3
56,52,2
56,53,2
56,54,3
56,55,2
56,56,3
56,57,2
56,58,3
56,59,2
56,60,2
56,61,3
56,62,2
56,63,2
56,64,1
56,65,1
56,66,2
56,67,2
56,68,2
56,69,2
57,0,2
57,1,2
57,2,2
57,3,2
57,4,2
57,5,1
57,6,2
57,7,2
57,8,2
57,9,3
57,10,2
57,11,3
57,12,2
57,13,2
57,14,3
57,15,2
57,16,3
57,17,2
57,18,2
57,19,3
57,20,2
57,21,2
57,22,6
57,23,6
57,24,6
57,25,2
57,26,6
57,27,2
57,28,2
57,29,3
57,30,2
57,31,2
57,32,2
57,33,3
57,34,2
57,35,2
57,36,2
57,37,2
57,38,1
57,39,2
57,40,2
57,41,3
57,42,2
57,43,3
57,44,3
57,45,2
57,46,3
57,47,2
57,48,2
57,49,3
57,50,2
57,51,2
57,52,3
57,53,2
57,54,3
57,55,2
57,56,3
57,57,2
57,58,2
57,59,3
57,60,2
57,61,3
57,62,2
57,63,2
57,64,2
57,65,2
57,66,2
57,67,2
57,68,2
57,69,2
58,0,2
58,1,2
58,2,2
58,3,2
58,4,2
58,5,3
58,6,3
58,7,2
58,8,2
58,9,3
58,10,2
58,11,3
58,12,2
58,13,3
58,14,3
58,15,2
58,16,3
58,17,2
58,18,3
58,19,2
58,20,3
58,21,2
58,22,6
58,23,6
58,24,2
58,25,6
58,26,2
58,27,3
58,28,2
58,29,2
58,30,3
58,31,2
58,32,3
58,33,2
58,34,1
58,35,2
58,36,1
58,37,2
58,38,2
58,39,3
58,40,2
58,41,2
58,42,3
58,43,3
58,44,3
58,45,3
58,46,2
58,47,3
58,48,2
58,49,2
58,50,3
58,51,2
58,52,2
58,53,3
58,54,2
58,55,2
58,56,2
58,57,3
58,58,2
58,59,3
58,60,2
58,61,3
58,62,2
58,63,1
58,64,1
58,65,2
58,66,2
58,67,2
58,68,2
58,69,2
59,0,2
59,1,2
59,2,2
59,3,2
59,4,2
59,5,2
59,6,3
59,7,2
59,8,2
59,9,3
59,10,2
59,11,3
59,12,2
59,13,3
59,14,2
59,15,3
59,16,2
59,17,2
59,18,3
59,19,2
59,20,2
59,21,2
59,22,2
59,23,6
59,24,2
59,25,2
59,26,2
59,27,3
59,28,2
59,29,3
59,30,2
59,31,3
59,32,2
59,33,3
59,34,2
59,35,3
59,36,2
59,37,3
59,38,2
59,39,2
59,40,3
59,41,2
59,42,2
59,43,3
59,44,3
59,45,3
59,46,3
59,47,2
59,48,2
59,49,3
59,50,2
59,51,1
59,52,2
59,53,2
59,54,3
59,55,2
59,56,3
59,57,2
59,58,3
59,59,2
59,60,3
59,61,2
59,62,2
59,63,1
59,64,2
59,65,2
59,66,2
59,67,2
59,68,2
59,69,2
60,0,2
60,1,2
60,2,2
60,3,2
60,4,2
60,5,2
60,6,3
60,7,3
60,8,2
60,9,3
60,10,2
60,11,3
60,12,2
60,13,2
60,14,3
60,15,2
60,16,2
60,17,3
60,18,2
60,19,2
60,20,3
60,21,2
60,22,6
60,23,2
60,24,6
60,25,2
60,26,3
60,27,2
60,28,3
60,29,2
60,30,3
60,31,2
60,32,2
60,33,2
60,34,3
60,35,2
60,36,2
60,37,3
60,38,2
60,39,7
60,40,2
60,41,2
60,42,2
60,43,3
60,44,3
60,45,3
60,46,2
60,47,2
60,48,3
60,49,2
60,50,2
60,51,2
60,52,3
60,53,2
60,54,3
60,55,2
60,56,3
60,57,2
60,58,2
60,59,3
60,60,2
60,61,2
60,62,2
60,63,3
60,64,2
60,65,2
60,66,2
60,67,2
60,68,2
60,69,2
61,0,2
61,1,2
61,2,2
61,3,2
61,4,2
61,5,2
61,6,2
61,7,3
61,8,2
61,9,2
61,10,3
61,11,2
61,12,3
61,13,2
61,14,3
61,15,2
61,16,3
61,17,2
61,18,3
61,19,2
61,20,3
61,21,2
61,22,2
61,23,6
61,24,2
61,25,2
61,26,3
61,27,2
61,28,2
61,29,3
61,30,2
61,31,3
61,32,2
61,33,3
61,34,2
61,35,3
61,36,2
61,37,2
61,38,7
61,39,2
61,40,3
61,41,2
61,42,3
61,43,2
61,44,3
61,45,3
61,46,2
61,47,2
61,48,2
61,49,1
61,50,2
61,51,1
61,52,2
61,53,3
61,54,2
61,55,3
61,56,2
61,57,3
61,58,2
61,59,3
61,60,2
61,61,2
61,62,3
61,63,3
61,64,2
61,65,2
61,66,2
61,67,1
61,68,2
61,69,2
62,0,2
62,1,2
62,2,2
62,3,2
62,4,2
62,5,2
62,6,2
62,7,3
62,8,3
62,9,2
62,10,2
62,11,3
62,12,2
62,13,3
62,14,2
62,15,3
62,16,2
62,17,2
62,18,2
62,19,3
62,20,2
62,21,2
62,22,6
62,23,2
62,24,2
62,25,6
62,26,2
62,27,3
62,28,2
62,29,3
62,30,2
62,31,3
62,32,2
62,33,3
62,34,2
62,35,2
62,36,3
62,37,2
62,38,7
62,39,2
62,40,3
62,41,2
62,42,2
62,43,2
62,44,3
62,45,2
62,46,3
62,47,2
62,48,3
62,49,2
62,50,2
62,51,2
62,52,3
62,53,2
62,54,2
62,55,3
62,56,2
62,57,3
62,58,2
62,59,3
62,60,2
62,61,3
62,62,3
62,63,2
62,64,2
62,65,2
62,66,2
62,67,2
62,68,2
62,69,2
63,0,2
63,1,2
63,2,2
63,3,2
63,4,2
63,5,2
63,6,2
63,7,3
63,8,3
63,9,2
63,10,2
63,11,3
63,12,2
63,13,3
63,14,2
63,15,2
63,16,3
63,17,2
63,18,3
63,19,2
63,20,2
63,21,1
63,22,2
63,23,1
63,24,2
63,25,2
63,26,2
63,27,3
63,28,2
63,29,2
63,30,3
63,31,2
63,32,3
63,33,2
63,34,3
63,35,2
63,36,3
63,37,2
63,38,2
63,39,7
63,40,2
63,41,3
63,42,2
63,43,3
63,44,2
63,45,2
63,46,2
63,47,3
63,48,2
63,49,2
63,50,1
63,51,2
63,52,2
63,53,3
63,54,2
63,55,2
63,56,3
63,57,2
63,58,3
63,59,2
63,60,2
63,61,3
63,62,2
63,63,2
63,64,2
63,65,2
63,66,2
63,67,2
63,68,2
63,69,2
64,0,2
64,1,2
64,2,2
64,3,2
64,4,2
64,5,3
64,6,2
64,7,2
64,8,3
64,9,3
64,10,2
64,11,2
64,12,3
64,13,2
64,14,3
64,15,2
64,16,3
64,17,2
64,18,2
64,19,3
64,20,2
64,21,2
64,22,2
64,23,2
64,24,3
64,25,2
64,26,3
64,27,2
64,28,3
64,29,2
64,30,3
64,31,2
64,32,2
64,33,3
64,34,2
64,35,3
64,36,2
64,37,3
64,38,2
64,39,2
64,40,2
64,41,1
64,42,2
64,43,2
64,44,3
64,45,2
64,46,3
64,47,2
64,48,3
64,49,2
64,50,3
64,51,2
64,52,3
64,53,2
64,54,3
64,55,2
64,56,3
64,57,2
64,58,2
64,59,2
64,60,3
64,61,3
64,62,2
64,63,2
64,64,2
64,65,2
64,66,2
64,67,2
64,68,2
64,69,2
65,0,2
65,1,2
65,2,2
65,3,2
65,4,2
65,5,2
65,6,2
65,7,2
65,8,2
65,9,3
65,10,2
65,11,2
65,12,3
65,13,2
65,14,3
65,15,2
65,16,3
65,17,3
65,18,2
65,19,2
65,20,3
65,21,2
65,22,1
65,23,2
65,24,3
65,25,2
65,26,3
65,27,2
65,28,3
65,29,2
65,30,2
65,31,3
65,32,2
65,33,2
65,34,3
65,35,2
65,36,2
65,37,3
65,38,2
65,39,1
65,40,2
65,41,2
65,42,1
65,43,2
65,44,2
65,45,3
65,46,2
65,47,2
65,48,2
65,49,3
65,50,2
65,51,3
65,52,2
65,53,2
65,54,3
65,55,2
65,56,3
65,57,2
65,58,3
65,59,2
65,60,3
65,61,2
65,62,2
65,63,2
65,64,2
65,65,2
65,66,2
65,67,2
65,68,2
65,69,2
66,0,2
66,1,2
66,2,2
66,3,2
66,4,2
66,5,2
66,6,2
66,7,2
66,8,2
66,9,3
66,10,3
66,11,2
66,12,2
66,13,3
66,14,2
66,15,3
66,16,2
66,17,2
66,18,3
66,19,2
66,20,2
66,21,3
66,22,2
66,23,3
66,24,2
66,25,2
66,26,3
66,27,2
66,28,2
66,29,3
66,30,3
66,31,2
66,32,3
66,33,2
66,34,2
66,35,3
66,36,2
66,37,2
66,38,1
66,39,2
66,40,1
66,41,2
66,42,2
